MATRIKELNUMMER;STUDBEZ;ZULAC;SEMESTER_ID;STUDIENJAHR;ST_SEM_NR;StudienStatusCode;StatusgruppeS;StatusgruppeSem1;STUDBEZ_kompakt;Studart;Studgruppe;FAMILIENNAME;VORNAME;GESCHLECHT;LAND_1;STUDDAUER;OUTGOINGSEM;Beginndat_Min;Endedat_Max;besuchtesSemester;Alter;Ueberlaenge;StatusgruppeR;ECTS_Sem;SWS_Sem;ECTS_Sj;SWS_Sj;prfakt;IncomingsemUHSBV
00664629;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Russische Föderation;8;;18.12.2010;31.12.9999;17;36;9;Studienfortsetzung;1;0;2;1;zu wenig;
00469602;"Bachelorstudium; Powerpoint";O;16W;2016/17;92;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;12.10.2011;11.12.2016;10;23;2;;1;1;1;1;;
00699714;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;PU;Studienunterbrechung_Beginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;11.10.2014;25.05.2020;;28;;Studienunterbrechung_Beginn;1;1;1;1;keine Prüfungsaktivität;
01065427;"Bachelorstudium; Powerpoint";O;21S;2020/21;101;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;13.02.2017;03.11.2020;9;32;1;;1;1;1;1;;
00665852;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;28.07.2010;01.01.2015;7;23;-1;Studienfortsetzung;1;1;1;1;zu wenig;
00067166;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Slowenien;8;;14.11.2003;19.08.2021;22;32;14;Studienfortsetzung;1;1;12;11;prfakt;
00469828;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;W;Korea, Republik;8;;01.10.2010;20.11.2015;;28;;Beurlaubung;1;1;1;1;keine Prüfungsaktivität;
01064923;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;23.02.2013;21.02.2016;5;21;-3;Studienfortsetzung;1;1;1;1;zu wenig;
00069292;"Bachelorstudium; Powerpoint";O;15W;2015/16;91;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Slowenien;8;;15.03.2004;10.04.2021;25;33;17;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
00068809;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Slowenien;8;;24.01.2004;23.02.2021;26;32;18;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
00863844;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;W;Slowakei;8;;23.07.2014;24.10.2020;;27;;Beurlaubung;1;1;5;4;zu wenig;
01167835;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;21.09.2011;22.06.2016;10;23;2;Studienabschluss;1;1;22,5;14;prfakt;
01262533;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;09.07.2015;02.10.2020;2;20;-6;Studienfortsetzung;1;1;5;5;zu wenig;
01066302;"Bachelorstudium; Powerpoint";O;16W;2016/17;93;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Südafrika;8;;21.10.2016;31.12.9999;1;22;-7;Studienbeginn;1;1;9;8;prfakt;
01264157;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;IX;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;29.11.2013;24.10.2018;10;22;2;Studienabschluss;1;0;5,5;4,5;prfakt;
00063514;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Slowenien;8;;03.07.2003;13.05.2021;31;36;23;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
01167421;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Kroatien;8;;17.05.2013;31.12.9999;12;25;4;Studienfortsetzung;1;1;7;6;zu wenig;
01638928;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;10.05.2018;31.12.9999;2;20;-6;Studienfortsetzung;1;1;5;4;zu wenig;
00862282;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;IX;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Slowakei;8;;24.10.2014;14.05.2020;11;31;3;Studienabschluss;1;0;6;4;zu wenig;
01265718;"Bachelorstudium; Powerpoint";O;20W;2020/21;100;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Iran;8;;24.08.2015;24.07.2020;10;30;2;;1;1;1;1;;
01166776;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;W;Kroatien;8;;22.11.2013;31.12.9999;;25;;Beurlaubung;1;1;1;1;keine Prüfungsaktivität;
11827413;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;W;Ungarn;8;;04.09.2018;31.12.9999;;22;;Beurlaubung;1;1;12;4;zu wenig;
00666411;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Polen;8;;20.09.2011;08.12.2019;5;32;-3;Studienfortsetzung;1;1;12;12;prfakt;
01067980;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;26.05.2013;18.01.2019;1;20;-7;Studienbeginn;1;1;12;4;zu wenig;
00967635;"Bachelorstudium; Powerpoint";O;14S;2013/14;87;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;M;Deutschland;8;;25.08.2009;05.12.2013;9;36;1;;1;1;1;1;;
00120572;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;21.05.2009;04.04.2015;10;29;2;Studienfortsetzung;1;1;13,5;4;zu wenig;
00669930;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Japan;8;;03.06.2006;29.06.2014;16;36;8;Studienfortsetzung;1;1;2,5;2,5;zu wenig;
00510108;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;21.01.2014;13.09.2016;3;29;-5;Studienfortsetzung;1;1;1;1;zu wenig;
00094215;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;20.09.2003;31.12.9999;22;30;14;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
00169369;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;05.07.2011;19.12.2016;6;33;-2;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
09796062;"Bachelorstudium; Powerpoint";O;15W;2015/16;91;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;M;Taiwan (Republik China);8;;11.05.2005;22.12.2017;;40;;Beurlaubung;1;1;1;1;keine Prüfungsaktivität;
00464452;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;01.08.2008;10.05.2019;16;31;8;Studienfortsetzung;1;1;2;2;zu wenig;
00163749;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;22.10.2011;22.08.2017;;30;;Beurlaubung;1;1;1;1;keine Prüfungsaktivität;
00100105;"Bachelorstudium; Powerpoint";O;16W;2016/17;93;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;14.11.2003;31.12.9999;25;33;17;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
00463393;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;IP;Studienunterbrechung_Beginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;06.01.2009;28.01.2019;18;33;10;Studienunterbrechung_Beginn;1;1;2;2;zu wenig;
00763300;"Bachelorstudium; Powerpoint";O;17W;2017/18;94;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Türkei;8;;20.08.2010;19.02.2018;12;30;4;;1;1;1;1;;
01247041;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;Bp;Studienunterbrechung_Ende; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;20.05.2016;14.08.2019;3;29;-5;Studienunterbrechung_Ende;1;1;1;1;keine Prüfungsaktivität;
00843885;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;05.06.2010;31.12.9999;16;33;8;Studienfortsetzung;1;1;4;3;zu wenig;
00465165;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;08.01.2009;01.10.2019;20;32;12;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
01157106;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;01.09.2016;14.11.2020;5;24;-3;Studienfortsetzung;1;1;17;7;prfakt;
01367363;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Japan;8;;17.01.2015;08.02.2019;9;29;1;Studienabschluss;1;1;1;1;keine Prüfungsaktivität;
09868060;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;11.05.2017;17.09.2019;2;35;-6;Studienfortsetzung;1;1;4;3;zu wenig;
01406093;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;ZU;Studienabbruch; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;18.01.2016;09.06.2019;;23;;Studienabbruch;1;1;1;1;keine Prüfungsaktivität;
09868028;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;21.10.2017;20.02.2019;3;38;-5;Studienabschluss;1;0;3;2;zu wenig;
00439264;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;24.02.2013;21.07.2019;13;30;5;Studienfortsetzung;1;1;15;6;prfakt;
00803264;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;19.11.2018;17.10.2021;2;32;-6;Studienfortsetzung;1;0;1;0;zu wenig;
01065418;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;29.09.2013;30.03.2019;12;29;4;Studienabschluss;1;1;14;5;zu wenig;
00847401;"Bachelorstudium; Powerpoint";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;18.06.2010;31.12.9999;19;32;11;Studienfortsetzung;1;1;5,5;5,5;prfakt;
01402808;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;J;10.11.2015;25.07.2021;10;25;2;Studienfortsetzung;1;1;12;9,5;prfakt;
00095314;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;05.09.2003;31.12.9999;32;38;24;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
00668212;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;IZ;Studienabbruch; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;11.09.2011;13.10.2020;18;27;10;Studienabbruch;1;1;1;1;keine Prüfungsaktivität;
11829717;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;02.01.2021;31.12.9999;1;23;-7;Studienbeginn;1;1;4;4;zu wenig;
00799030;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;22.09.2018;01.07.2021;5;35;-3;Studienfortsetzung;1;1;237;4;superprfakt;
00898449;"Bachelorstudium; Powerpoint";O;21S;2020/21;101;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;18.12.2015;20.12.2020;11;28;3;;1;1;18,5;14;prfakt;
00662730;"Bachelorstudium; Powerpoint";O;21S;2020/21;102;Bp;Studienunterbrechung_Ende; ;"BA; PPP";BA;PPP;Personson;Person;W;Polen;8;;21.08.2011;05.11.2019;18;39;10;Studienunterbrechung_Ende;1;1;1;1;keine Prüfungsaktivität;
01096668;"Bachelorstudium; Powerpoint";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;05.11.2018;31.12.9999;6;29;-2;Studienfortsetzung;1;1;4;4;zu wenig;
00842745;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Deutschland;8;;15.11.2013;19.08.2016;3;30;-5;Studienfortsetzung;1;1;1;1;zu wenig;
00701551;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;12.05.2009;09.11.2013;10;26;2;Studienabschluss;1;1;19;10;prfakt;
00968144;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Korea, Republik;8;;06.07.2009;16.10.2014;12;29;4;Studienabschluss;1;1;20;17;prfakt;
01368105;"Bachelorstudium; Powerpoint";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;06.12.2014;31.12.9999;11;29;3;Studienfortsetzung;1;1;2;2;zu wenig;
01368878;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;19.08.2014;31.12.9999;13;28;5;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
00666768;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;M;Tschechien;8;;20.08.2007;26.02.2014;13;25;5;Studienabschluss;1;1;1;1;keine Prüfungsaktivität;
00965373;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;M;Deutschland;8;;08.11.2009;31.12.9999;;31;;Beurlaubung;1;1;12;3;zu wenig;
01562941;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;aE;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;M;Schweiz;8;;03.12.2015;27.02.2017;1;26;-7;Studienbeginn;1;1;1;1;keine Prüfungsaktivität;
09567903;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;09.01.2010;01.05.2018;16;28;8;Studienfortsetzung;1;1;1;1;zu wenig;
01393146;"Bachelorstudium; Powerpoint";O;18W;2018/19;96;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;05.11.2014;31.05.2018;8;23;0;;1;1;1;1;;
00664286;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;M;Japan;8;;02.11.2011;21.12.2019;;38;;Beurlaubung;1;1;1;1;keine Prüfungsaktivität;
00862594;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;IZ;Studienabbruch; ;"BA; PPP";BA;PPP;Personson;Person;M;Albanien;8;;16.08.2016;23.10.2019;5;32;-3;Studienabbruch;1;2;5;5;zu wenig;
01299853;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;31.01.2015;29.10.2019;10;24;2;Studienabschluss;1;0;16;6;prfakt;
01162563;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Frankreich;8;;16.01.2012;31.12.9999;19;35;11;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
00267678;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;25.05.2016;31.12.9999;;35;;Beurlaubung;1;1;1;1;keine Prüfungsaktivität;
08395309;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;aBX;Studienabschluss;Studienabschluss-Sem1;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;11.04.2021;15.09.2020;1;55;-7;Studienabschluss;1;1;1;1;keine Prüfungsaktivität;
00766040;"Bachelorstudium; Powerpoint";O;15S;2014/15;89;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;13.12.2009;14.02.2015;11;26;3;;1;1;1;1;;
01462325;"Bachelorstudium; Powerpoint";O;16W;2016/17;93;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;24.07.2014;31.12.9999;5;22;-3;Studienfortsetzung;1;1;5,5;5;zu wenig;
01398054;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;13.06.2016;07.09.2018;;24;;Beurlaubung;1;1;1;1;keine Prüfungsaktivität;
00907899;"Bachelorstudium; Powerpoint";O;17W;2017/18;94;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;J;01.03.2013;03.09.2017;10;27;2;;1;1;1;1;;
00319763;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;IZ;Studienabbruch; ;"BA; PPP";BA;PPP;Personson;Person;M;Deutschland;8;;15.07.2010;30.06.2018;14;31;6;Studienabbruch;1;1;1;1;keine Prüfungsaktivität;
00839861;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;03.01.2012;24.10.2019;13;31;5;Studienfortsetzung;1;0;8;6;prfakt;
01560834;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;26.12.2016;15.03.2020;;23;;Beurlaubung;1;1;1;1;keine Prüfungsaktivität;
00366120;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;16.03.2004;31.12.9999;30;33;22;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
00845264;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;25.10.2011;03.11.2019;15;30;7;Studienfortsetzung;1;0;3;2;zu wenig;
01104957;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;24.05.2011;15.10.2020;16;31;8;Studienfortsetzung;1;1;17;16;prfakt;
01634715;"Bachelorstudium; Powerpoint";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;22.07.2016;31.12.9999;10;29;2;Studienfortsetzung;1;1;16;6;zu wenig;
01164510;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;J;10.01.2017;06.06.2020;3;25;-5;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
01367518;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;03.10.2014;15.06.2019;10;25;2;Studienabschluss;1;1;14;5;zu wenig;
00967036;"Bachelorstudium; Powerpoint";O;16W;2016/17;93;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;21.06.2012;02.09.2016;9;25;1;Studienabschluss;1;0;1;0;zu wenig;
00567008;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;23.11.2016;21.12.2019;4;26;-4;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
01067777;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;IZ;Studienabbruch; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;28.06.2016;26.12.2018;5;25;-3;Studienabbruch;1;1;1;1;zu wenig;
01565367;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;29.11.2017;07.06.2020;3;21;-5;Studienfortsetzung;1;0;11;2;zu wenig;
01264680;"Bachelorstudium; Powerpoint";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;08.08.2020;31.12.9999;2;26;-6;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
00370289;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;10.06.2011;27.09.2014;5;22;-3;Studienfortsetzung;1;1;4;3;zu wenig;
11929712;"Bachelorstudium; Powerpoint";O;19W;2019/20;99;aE;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;01.06.2019;31.12.9999;1;29;-7;Studienbeginn;1;1;7;5;zu wenig;
00969309;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;18.12.2009;05.10.2013;9;22;1;Studienabschluss;1;1;1;1;keine Prüfungsaktivität;
00962888;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;IZ;Studienabbruch; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;09.11.2012;06.06.2014;3;22;-5;Studienabbruch;1;1;1;1;keine Prüfungsaktivität;
09968267;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;09.09.2012;15.05.2018;3;21;-5;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
00870056;"Bachelorstudium; Powerpoint";O;14W;2014/15;88;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;M;Deutschland;8;;01.08.2009;22.02.2015;10;23;2;;1;1;1;1;;
01364004;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;W;China;8;;09.06.2013;28.02.2018;;28;;Beurlaubung;1;1;14;5;zu wenig;
09611982;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;20.12.2008;24.07.2019;13;34;5;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
00664223;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;17.07.2010;30.09.2014;9;26;1;Studienabschluss;1;1;1;1;keine Prüfungsaktivität;
00465492;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Lettland;8;;24.01.2013;01.04.2016;6;34;-2;Studienfortsetzung;1;1;4;5;zu wenig;
01369568;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;15.01.2014;31.12.9999;;20;;Beurlaubung;1;1;1;1;keine Prüfungsaktivität;
01366720;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;W;China;8;;02.02.2014;09.01.2018;;32;;Beurlaubung;1;1;13;9;prfakt;
08763127;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;17.03.2014;31.12.9999;7;47;-1;Studienfortsetzung;1;1;1;1;keine Prüfungsaktivität;
00664222;"Bachelorstudium; Powerpoint";O;16W;2016/17;93;BpZ;Studienabbruch;Studienabbruch-Sem1;"BA; PPP";BA;PPP;Personson;Person;W;China;8;;12.10.2010;20.01.2017;11;34;3;Studienabbruch;1;1;1;1;keine Prüfungsaktivität;
00966492;"Bachelorstudium; Powerpoint";O;16W;2016/17;93;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;20.08.2009;17.06.2017;15;25;7;Studienabschluss;1;1;1;1;keine Prüfungsaktivität;
01462585;"Bachelorstudium; Powerpoint";O;16W;2016/17;93;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Serbien;8;;15.06.2016;31.12.9999;1;25;-7;Studienbeginn;1;1;1;1;keine Prüfungsaktivität;
00921288;"Bachelorstudium; Powerpoint";O;17S;2016/17;93;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;21.05.2012;17.05.2017;9;23;1;;1;1;17,5;8;prfakt;
00865730;"Bachelorstudium; Powerpoint";O;17S;2016/17;93;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;M;Ungarn;8;;26.12.2011;09.10.2016;10;26;2;;1;1;1;1;;
01368259;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;China;8;;07.08.2013;22.07.2018;6;31;-2;Studienfortsetzung;1;1;3;3;zu wenig;
00863208;"Bachelorstudium; Powerpoint";O;17W;2017/18;94;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;29.05.2011;20.08.2017;12;29;4;;1;1;1;1;;
